time,status,Pot,treatment,species
7,1,LSLN1,LSLN,Conyza_parva
7,1,LSLN1,LSLN,Conyza_parva
7,1,LSLN1,LSLN,Conyza_parva
7,1,LSLN1,LSLN,Conyza_parva
7,1,LSLN1,LSLN,Conyza_parva
1,2,LSLN2,LSLN,Conyza_parva
1,2,LSLN2,LSLN,Conyza_parva
1,2,LSLN2,LSLN,Conyza_parva
1,2,LSLN2,LSLN,Conyza_parva
1,2,LSLN2,LSLN,Conyza_parva
1,2,LSLN2,LSLN,Conyza_parva
1,2,LSLN2,LSLN,Conyza_parva
1,2,LSLN2,LSLN,Conyza_parva
1,2,LSLN2,LSLN,Conyza_parva
7,1,LSLN2,LSLN,Conyza_parva
7,2,LSLN3,LSLN,Conyza_parva
7,1,LSLN3,LSLN,Conyza_parva
7,1,LSLN3,LSLN,Conyza_parva
7,1,LSLN3,LSLN,Conyza_parva
7,1,LSLN3,LSLN,Conyza_parva
7,1,LSLN3,LSLN,Conyza_parva
7,1,LSLN3,LSLN,Conyza_parva
7,1,LSLN3,LSLN,Conyza_parva
7,1,LSLN3,LSLN,Conyza_parva
7,1,LSLN3,LSLN,Conyza_parva
7,1,LSLN3,LSLN,Conyza_parva
7,1,LSLN3,LSLN,Conyza_parva
7,1,LSLN3,LSLN,Conyza_parva
7,1,LSLN3,LSLN,Conyza_parva
1,2,LSLN4,LSLN,Conyza_parva
7,1,LSLN4,LSLN,Conyza_parva
7,1,LSLN4,LSLN,Conyza_parva
7,1,LSLN4,LSLN,Conyza_parva
7,1,LSLN4,LSLN,Conyza_parva
7,1,LSLN4,LSLN,Conyza_parva
7,1,LSLN4,LSLN,Conyza_parva
7,1,LSLN4,LSLN,Conyza_parva
7,1,LSLN4,LSLN,Conyza_parva
7,1,LSLN4,LSLN,Conyza_parva
7,1,LSLN4,LSLN,Conyza_parva
7,1,LSLN4,LSLN,Conyza_parva
7,1,LSLN4,LSLN,Conyza_parva
7,1,LSLN4,LSLN,Conyza_parva
7,1,LSLN4,LSLN,Conyza_parva
6,2,LSLN5,LSLN,Conyza_parva
7,1,LSLN5,LSLN,Conyza_parva
7,1,LSLN5,LSLN,Conyza_parva
7,1,LSLN5,LSLN,Conyza_parva
7,1,LSLN5,LSLN,Conyza_parva
7,1,LSLN5,LSLN,Conyza_parva
7,1,LSLN5,LSLN,Conyza_parva
7,1,LSLN5,LSLN,Conyza_parva
7,1,LSLN5,LSLN,Conyza_parva
7,1,LSLN5,LSLN,Conyza_parva
7,1,LSLN5,LSLN,Conyza_parva
7,1,LSLN5,LSLN,Conyza_parva
7,1,LSLN5,LSLN,Conyza_parva
7,1,LSLN5,LSLN,Conyza_parva
7,1,LSLN5,LSLN,Conyza_parva
7,1,LSLN5,LSLN,Conyza_parva
7,1,LSLN5,LSLN,Conyza_parva
6,2,LSLN6,LSLN,Conyza_parva
7,1,LSLN6,LSLN,Conyza_parva
7,1,LSLN6,LSLN,Conyza_parva
7,1,LSLN6,LSLN,Conyza_parva
7,1,LSLN6,LSLN,Conyza_parva
7,1,LSLN6,LSLN,Conyza_parva
7,1,LSLN6,LSLN,Conyza_parva
7,1,LSLN6,LSLN,Conyza_parva
7,1,LSLN6,LSLN,Conyza_parva
7,1,LSLN6,LSLN,Conyza_parva
7,1,LSLN6,LSLN,Conyza_parva
7,1,LSLN6,LSLN,Conyza_parva
7,1,LSLN6,LSLN,Conyza_parva
7,1,LSLN6,LSLN,Conyza_parva
7,1,LSLN6,LSLN,Conyza_parva
7,1,LSLN6,LSLN,Conyza_parva
7,1,LSLN6,LSLN,Conyza_parva
7,1,LSLN7,LSLN,Conyza_parva
7,1,LSLN7,LSLN,Conyza_parva
7,1,LSLN7,LSLN,Conyza_parva
7,1,LSLN7,LSLN,Conyza_parva
7,1,LSLN7,LSLN,Conyza_parva
7,1,LSLN7,LSLN,Conyza_parva
7,1,LSLN7,LSLN,Conyza_parva
7,1,LSLN7,LSLN,Conyza_parva
7,1,LSLN7,LSLN,Conyza_parva
7,1,LSLN7,LSLN,Conyza_parva
7,1,LSLN7,LSLN,Conyza_parva
7,1,LSLN7,LSLN,Conyza_parva
7,1,LSLN7,LSLN,Conyza_parva
7,1,LSLN7,LSLN,Conyza_parva
7,1,LSLN7,LSLN,Conyza_parva
7,1,LSLN7,LSLN,Conyza_parva
7,1,LSLN7,LSLN,Conyza_parva
7,1,LSLN7,LSLN,Conyza_parva
1,2,HSHN1,HSHN,Protasparagus_aethiopica
1,2,HSHN1,HSHN,Protasparagus_aethiopica
1,2,HSHN1,HSHN,Protasparagus_aethiopica
1,2,HSHN1,HSHN,Protasparagus_aethiopica
1,2,HSHN1,HSHN,Protasparagus_aethiopica
1,2,HSHN1,HSHN,Protasparagus_aethiopica
6,2,HSHN1,HSHN,Protasparagus_aethiopica
6,2,HSHN1,HSHN,Protasparagus_aethiopica
6,2,HSHN1,HSHN,Protasparagus_aethiopica
7,2,HSHN1,HSHN,Protasparagus_aethiopica
7,1,HSHN1,HSHN,Protasparagus_aethiopica
7,1,HSHN1,HSHN,Protasparagus_aethiopica
7,1,HSHN1,HSHN,Protasparagus_aethiopica
7,1,HSHN1,HSHN,Protasparagus_aethiopica
7,1,HSHN1,HSHN,Protasparagus_aethiopica
1,2,HSHN2,HSHN,Protasparagus_aethiopica
5,2,HSHN2,HSHN,Protasparagus_aethiopica
6,2,HSHN2,HSHN,Protasparagus_aethiopica
7,1,HSHN2,HSHN,Protasparagus_aethiopica
7,1,HSHN2,HSHN,Protasparagus_aethiopica
7,1,HSHN2,HSHN,Protasparagus_aethiopica
7,1,HSHN2,HSHN,Protasparagus_aethiopica
7,1,HSHN2,HSHN,Protasparagus_aethiopica
7,1,HSHN2,HSHN,Protasparagus_aethiopica
7,1,HSHN2,HSHN,Protasparagus_aethiopica
7,1,HSHN2,HSHN,Protasparagus_aethiopica
7,1,HSHN2,HSHN,Protasparagus_aethiopica
7,1,HSHN2,HSHN,Protasparagus_aethiopica
7,1,HSHN2,HSHN,Protasparagus_aethiopica
7,1,HSHN2,HSHN,Protasparagus_aethiopica
1,2,HSHN3,HSHN,Protasparagus_aethiopica
1,2,HSHN3,HSHN,Protasparagus_aethiopica
1,2,HSHN3,HSHN,Protasparagus_aethiopica
4,2,HSHN3,HSHN,Protasparagus_aethiopica
4,2,HSHN3,HSHN,Protasparagus_aethiopica
7,1,HSHN3,HSHN,Protasparagus_aethiopica
7,1,HSHN3,HSHN,Protasparagus_aethiopica
7,1,HSHN3,HSHN,Protasparagus_aethiopica
7,1,HSHN3,HSHN,Protasparagus_aethiopica
7,1,HSHN3,HSHN,Protasparagus_aethiopica
7,1,HSHN3,HSHN,Protasparagus_aethiopica
7,1,HSHN3,HSHN,Protasparagus_aethiopica
7,1,HSHN3,HSHN,Protasparagus_aethiopica
7,1,HSHN3,HSHN,Protasparagus_aethiopica
7,1,HSHN3,HSHN,Protasparagus_aethiopica
1,2,HSHN4,HSHN,Protasparagus_aethiopica
1,2,HSHN4,HSHN,Protasparagus_aethiopica
1,2,HSHN4,HSHN,Protasparagus_aethiopica
1,2,HSHN4,HSHN,Protasparagus_aethiopica
1,2,HSHN4,HSHN,Protasparagus_aethiopica
6,2,HSHN4,HSHN,Protasparagus_aethiopica
7,1,HSHN4,HSHN,Protasparagus_aethiopica
7,1,HSHN4,HSHN,Protasparagus_aethiopica
7,1,HSHN4,HSHN,Protasparagus_aethiopica
7,1,HSHN4,HSHN,Protasparagus_aethiopica
7,1,HSHN4,HSHN,Protasparagus_aethiopica
7,1,HSHN4,HSHN,Protasparagus_aethiopica
7,1,HSHN4,HSHN,Protasparagus_aethiopica
7,1,HSHN4,HSHN,Protasparagus_aethiopica
7,1,HSHN4,HSHN,Protasparagus_aethiopica
7,1,HSHN4,HSHN,Protasparagus_aethiopica
1,2,HSHN5,HSHN,Protasparagus_aethiopica
7,1,HSHN5,HSHN,Protasparagus_aethiopica
7,1,HSHN5,HSHN,Protasparagus_aethiopica
7,1,HSHN5,HSHN,Protasparagus_aethiopica
7,1,HSHN5,HSHN,Protasparagus_aethiopica
7,1,HSHN5,HSHN,Protasparagus_aethiopica
7,1,HSHN5,HSHN,Protasparagus_aethiopica
7,1,HSHN5,HSHN,Protasparagus_aethiopica
7,1,HSHN5,HSHN,Protasparagus_aethiopica
7,1,HSHN5,HSHN,Protasparagus_aethiopica
7,1,HSHN5,HSHN,Protasparagus_aethiopica
7,1,HSHN5,HSHN,Protasparagus_aethiopica
7,1,HSHN5,HSHN,Protasparagus_aethiopica
7,1,HSHN5,HSHN,Protasparagus_aethiopica
7,1,HSHN5,HSHN,Protasparagus_aethiopica
1,2,HSHN6,HSHN,Protasparagus_aethiopica
1,2,HSHN6,HSHN,Protasparagus_aethiopica
1,2,HSHN6,HSHN,Protasparagus_aethiopica
1,2,HSHN6,HSHN,Protasparagus_aethiopica
1,2,HSHN6,HSHN,Protasparagus_aethiopica
1,2,HSHN6,HSHN,Protasparagus_aethiopica
1,2,HSHN6,HSHN,Protasparagus_aethiopica
4,2,HSHN6,HSHN,Protasparagus_aethiopica
5,2,HSHN6,HSHN,Protasparagus_aethiopica
5,2,HSHN6,HSHN,Protasparagus_aethiopica
4,2,HSHN6,HSHN,Protasparagus_aethiopica
7,1,HSHN6,HSHN,Protasparagus_aethiopica
7,1,HSHN6,HSHN,Protasparagus_aethiopica
7,1,HSHN6,HSHN,Protasparagus_aethiopica
7,1,HSHN6,HSHN,Protasparagus_aethiopica
1,2,HSHN7,HSHN,Protasparagus_aethiopica
1,2,HSHN7,HSHN,Protasparagus_aethiopica
1,2,HSHN7,HSHN,Protasparagus_aethiopica
1,2,HSHN7,HSHN,Protasparagus_aethiopica
1,2,HSHN7,HSHN,Protasparagus_aethiopica
1,2,HSHN7,HSHN,Protasparagus_aethiopica
1,2,HSHN7,HSHN,Protasparagus_aethiopica
6,2,HSHN7,HSHN,Protasparagus_aethiopica
7,1,HSHN7,HSHN,Protasparagus_aethiopica
7,1,HSHN7,HSHN,Protasparagus_aethiopica
7,1,HSHN7,HSHN,Protasparagus_aethiopica
7,1,HSHN7,HSHN,Protasparagus_aethiopica
7,1,HSHN7,HSHN,Protasparagus_aethiopica
7,1,HSHN7,HSHN,Protasparagus_aethiopica
7,1,HSHN7,HSHN,Protasparagus_aethiopica
1,2,HSLN1,HSLN,Protasparagus_aethiopica
1,2,HSLN1,HSLN,Protasparagus_aethiopica
1,2,HSLN1,HSLN,Protasparagus_aethiopica
1,2,HSLN1,HSLN,Protasparagus_aethiopica
1,2,HSLN1,HSLN,Protasparagus_aethiopica
1,2,HSLN1,HSLN,Protasparagus_aethiopica
1,2,HSLN1,HSLN,Protasparagus_aethiopica
1,2,HSLN1,HSLN,Protasparagus_aethiopica
4,2,HSLN1,HSLN,Protasparagus_aethiopica
4,2,HSLN1,HSLN,Protasparagus_aethiopica
7,1,HSLN1,HSLN,Protasparagus_aethiopica
7,1,HSLN1,HSLN,Protasparagus_aethiopica
7,1,HSLN1,HSLN,Protasparagus_aethiopica
7,1,HSLN1,HSLN,Protasparagus_aethiopica
7,1,HSLN1,HSLN,Protasparagus_aethiopica
1,2,HSLN2,HSLN,Protasparagus_aethiopica
1,2,HSLN2,HSLN,Protasparagus_aethiopica
1,2,HSLN2,HSLN,Protasparagus_aethiopica
1,2,HSLN2,HSLN,Protasparagus_aethiopica
1,2,HSLN2,HSLN,Protasparagus_aethiopica
1,2,HSLN2,HSLN,Protasparagus_aethiopica
5,2,HSLN2,HSLN,Protasparagus_aethiopica
7,2,HSLN2,HSLN,Protasparagus_aethiopica
7,1,HSLN2,HSLN,Protasparagus_aethiopica
7,1,HSLN2,HSLN,Protasparagus_aethiopica
7,1,HSLN2,HSLN,Protasparagus_aethiopica
7,1,HSLN2,HSLN,Protasparagus_aethiopica
7,1,HSLN2,HSLN,Protasparagus_aethiopica
7,1,HSLN2,HSLN,Protasparagus_aethiopica
7,1,HSLN2,HSLN,Protasparagus_aethiopica
1,2,HSLN3,HSLN,Protasparagus_aethiopica
1,2,HSLN3,HSLN,Protasparagus_aethiopica
2,2,HSLN3,HSLN,Protasparagus_aethiopica
5,2,HSLN3,HSLN,Protasparagus_aethiopica
5,2,HSLN3,HSLN,Protasparagus_aethiopica
7,1,HSLN3,HSLN,Protasparagus_aethiopica
7,1,HSLN3,HSLN,Protasparagus_aethiopica
7,1,HSLN3,HSLN,Protasparagus_aethiopica
7,1,HSLN3,HSLN,Protasparagus_aethiopica
7,1,HSLN3,HSLN,Protasparagus_aethiopica
7,1,HSLN3,HSLN,Protasparagus_aethiopica
7,1,HSLN3,HSLN,Protasparagus_aethiopica
7,1,HSLN3,HSLN,Protasparagus_aethiopica
7,1,HSLN3,HSLN,Protasparagus_aethiopica
7,1,HSLN3,HSLN,Protasparagus_aethiopica
1,2,HSLN4,HSLN,Protasparagus_aethiopica
1,2,HSLN4,HSLN,Protasparagus_aethiopica
1,2,HSLN4,HSLN,Protasparagus_aethiopica
1,2,HSLN4,HSLN,Protasparagus_aethiopica
1,2,HSLN4,HSLN,Protasparagus_aethiopica
1,2,HSLN4,HSLN,Protasparagus_aethiopica
2,2,HSLN4,HSLN,Protasparagus_aethiopica
7,2,HSLN4,HSLN,Protasparagus_aethiopica
7,2,HSLN4,HSLN,Protasparagus_aethiopica
7,1,HSLN4,HSLN,Protasparagus_aethiopica
7,1,HSLN4,HSLN,Protasparagus_aethiopica
7,1,HSLN4,HSLN,Protasparagus_aethiopica
7,1,HSLN4,HSLN,Protasparagus_aethiopica
7,1,HSLN4,HSLN,Protasparagus_aethiopica
7,1,HSLN4,HSLN,Protasparagus_aethiopica
2,2,HSLN5,HSLN,Protasparagus_aethiopica
3,2,HSLN5,HSLN,Protasparagus_aethiopica
4,2,HSLN5,HSLN,Protasparagus_aethiopica
4,2,HSLN5,HSLN,Protasparagus_aethiopica
6,2,HSLN5,HSLN,Protasparagus_aethiopica
7,2,HSLN5,HSLN,Protasparagus_aethiopica
7,1,HSLN5,HSLN,Protasparagus_aethiopica
7,1,HSLN5,HSLN,Protasparagus_aethiopica
7,1,HSLN5,HSLN,Protasparagus_aethiopica
7,1,HSLN5,HSLN,Protasparagus_aethiopica
7,1,HSLN5,HSLN,Protasparagus_aethiopica
7,1,HSLN5,HSLN,Protasparagus_aethiopica
7,1,HSLN5,HSLN,Protasparagus_aethiopica
7,1,HSLN5,HSLN,Protasparagus_aethiopica
7,1,HSLN5,HSLN,Protasparagus_aethiopica
1,2,HSLN6,HSLN,Protasparagus_aethiopica
1,2,HSLN6,HSLN,Protasparagus_aethiopica
3,2,HSLN6,HSLN,Protasparagus_aethiopica
7,1,HSLN6,HSLN,Protasparagus_aethiopica
7,1,HSLN6,HSLN,Protasparagus_aethiopica
7,1,HSLN6,HSLN,Protasparagus_aethiopica
7,1,HSLN6,HSLN,Protasparagus_aethiopica
7,1,HSLN6,HSLN,Protasparagus_aethiopica
7,1,HSLN6,HSLN,Protasparagus_aethiopica
7,1,HSLN6,HSLN,Protasparagus_aethiopica
7,1,HSLN6,HSLN,Protasparagus_aethiopica
7,1,HSLN6,HSLN,Protasparagus_aethiopica
7,1,HSLN6,HSLN,Protasparagus_aethiopica
7,1,HSLN6,HSLN,Protasparagus_aethiopica
7,1,HSLN6,HSLN,Protasparagus_aethiopica
1,2,HSLN7,HSLN,Protasparagus_aethiopica
1,2,HSLN7,HSLN,Protasparagus_aethiopica
1,2,HSLN7,HSLN,Protasparagus_aethiopica
1,2,HSLN7,HSLN,Protasparagus_aethiopica
1,2,HSLN7,HSLN,Protasparagus_aethiopica
4,2,HSLN7,HSLN,Protasparagus_aethiopica
4,2,HSLN7,HSLN,Protasparagus_aethiopica
6,2,HSLN7,HSLN,Protasparagus_aethiopica
7,1,HSLN7,HSLN,Protasparagus_aethiopica
7,1,HSLN7,HSLN,Protasparagus_aethiopica
7,1,HSLN7,HSLN,Protasparagus_aethiopica
7,1,HSLN7,HSLN,Protasparagus_aethiopica
7,1,HSLN7,HSLN,Protasparagus_aethiopica
7,1,HSLN7,HSLN,Protasparagus_aethiopica
7,1,HSLN7,HSLN,Protasparagus_aethiopica
7,1,LSHN1,LSHN,Protasparagus_aethiopica
7,1,LSHN1,LSHN,Protasparagus_aethiopica
7,1,LSHN1,LSHN,Protasparagus_aethiopica
7,1,LSHN1,LSHN,Protasparagus_aethiopica
7,1,LSHN1,LSHN,Protasparagus_aethiopica
7,1,LSHN1,LSHN,Protasparagus_aethiopica
7,1,LSHN1,LSHN,Protasparagus_aethiopica
7,1,LSHN1,LSHN,Protasparagus_aethiopica
7,1,LSHN1,LSHN,Protasparagus_aethiopica
7,1,LSHN1,LSHN,Protasparagus_aethiopica
7,1,LSHN1,LSHN,Protasparagus_aethiopica
7,1,LSHN1,LSHN,Protasparagus_aethiopica
7,1,LSHN1,LSHN,Protasparagus_aethiopica
7,1,LSHN1,LSHN,Protasparagus_aethiopica
7,1,LSHN1,LSHN,Protasparagus_aethiopica
7,1,LSHN1,LSHN,Protasparagus_aethiopica
7,1,LSHN1,LSHN,Protasparagus_aethiopica
7,1,LSHN1,LSHN,Protasparagus_aethiopica
7,1,LSHN1,LSHN,Protasparagus_aethiopica
7,1,LSHN1,LSHN,Protasparagus_aethiopica
7,1,LSHN1,LSHN,Protasparagus_aethiopica
7,1,LSHN2,LSHN,Protasparagus_aethiopica
7,1,LSHN2,LSHN,Protasparagus_aethiopica
7,1,LSHN2,LSHN,Protasparagus_aethiopica
7,1,LSHN2,LSHN,Protasparagus_aethiopica
7,1,LSHN2,LSHN,Protasparagus_aethiopica
7,1,LSHN2,LSHN,Protasparagus_aethiopica
7,1,LSHN2,LSHN,Protasparagus_aethiopica
7,1,LSHN2,LSHN,Protasparagus_aethiopica
7,1,LSHN2,LSHN,Protasparagus_aethiopica
7,1,LSHN2,LSHN,Protasparagus_aethiopica
7,1,LSHN2,LSHN,Protasparagus_aethiopica
7,1,LSHN2,LSHN,Protasparagus_aethiopica
7,1,LSHN2,LSHN,Protasparagus_aethiopica
7,1,LSHN2,LSHN,Protasparagus_aethiopica
7,1,LSHN2,LSHN,Protasparagus_aethiopica
1,2,LSHN3,LSHN,Protasparagus_aethiopica
1,2,LSHN3,LSHN,Protasparagus_aethiopica
1,2,LSHN3,LSHN,Protasparagus_aethiopica
1,2,LSHN3,LSHN,Protasparagus_aethiopica
7,1,LSHN3,LSHN,Protasparagus_aethiopica
7,1,LSHN3,LSHN,Protasparagus_aethiopica
7,1,LSHN3,LSHN,Protasparagus_aethiopica
7,1,LSHN3,LSHN,Protasparagus_aethiopica
7,1,LSHN3,LSHN,Protasparagus_aethiopica
7,1,LSHN3,LSHN,Protasparagus_aethiopica
7,1,LSHN3,LSHN,Protasparagus_aethiopica
7,1,LSHN3,LSHN,Protasparagus_aethiopica
7,1,LSHN3,LSHN,Protasparagus_aethiopica
7,1,LSHN3,LSHN,Protasparagus_aethiopica
1,2,LSHN4,LSHN,Protasparagus_aethiopica
1,2,LSHN4,LSHN,Protasparagus_aethiopica
1,2,LSHN4,LSHN,Protasparagus_aethiopica
1,2,LSHN4,LSHN,Protasparagus_aethiopica
1,2,LSHN4,LSHN,Protasparagus_aethiopica
7,1,LSHN4,LSHN,Protasparagus_aethiopica
7,1,LSHN4,LSHN,Protasparagus_aethiopica
7,1,LSHN4,LSHN,Protasparagus_aethiopica
7,1,LSHN4,LSHN,Protasparagus_aethiopica
7,1,LSHN4,LSHN,Protasparagus_aethiopica
7,1,LSHN4,LSHN,Protasparagus_aethiopica
7,1,LSHN4,LSHN,Protasparagus_aethiopica
7,1,LSHN4,LSHN,Protasparagus_aethiopica
7,1,LSHN4,LSHN,Protasparagus_aethiopica
7,1,LSHN4,LSHN,Protasparagus_aethiopica
1,2,LSHN5,LSHN,Protasparagus_aethiopica
1,2,LSHN5,LSHN,Protasparagus_aethiopica
1,2,LSHN5,LSHN,Protasparagus_aethiopica
1,2,LSHN5,LSHN,Protasparagus_aethiopica
1,2,LSHN5,LSHN,Protasparagus_aethiopica
7,1,LSHN5,LSHN,Protasparagus_aethiopica
7,1,LSHN5,LSHN,Protasparagus_aethiopica
7,1,LSHN5,LSHN,Protasparagus_aethiopica
7,1,LSHN5,LSHN,Protasparagus_aethiopica
7,1,LSHN5,LSHN,Protasparagus_aethiopica
7,1,LSHN5,LSHN,Protasparagus_aethiopica
7,1,LSHN5,LSHN,Protasparagus_aethiopica
7,1,LSHN5,LSHN,Protasparagus_aethiopica
7,1,LSHN5,LSHN,Protasparagus_aethiopica
7,1,LSHN5,LSHN,Protasparagus_aethiopica
1,2,LSHN6,LSHN,Protasparagus_aethiopica
1,2,LSHN6,LSHN,Protasparagus_aethiopica
1,2,LSHN6,LSHN,Protasparagus_aethiopica
7,1,LSHN6,LSHN,Protasparagus_aethiopica
7,1,LSHN6,LSHN,Protasparagus_aethiopica
7,1,LSHN6,LSHN,Protasparagus_aethiopica
7,1,LSHN6,LSHN,Protasparagus_aethiopica
7,1,LSHN6,LSHN,Protasparagus_aethiopica
7,1,LSHN6,LSHN,Protasparagus_aethiopica
7,1,LSHN6,LSHN,Protasparagus_aethiopica
7,1,LSHN6,LSHN,Protasparagus_aethiopica
7,1,LSHN6,LSHN,Protasparagus_aethiopica
1,2,LSHN7,LSHN,Protasparagus_aethiopica
1,2,LSHN7,LSHN,Protasparagus_aethiopica
1,2,LSHN7,LSHN,Protasparagus_aethiopica
1,2,LSHN7,LSHN,Protasparagus_aethiopica
7,1,LSHN7,LSHN,Protasparagus_aethiopica
7,1,LSHN7,LSHN,Protasparagus_aethiopica
7,1,LSHN7,LSHN,Protasparagus_aethiopica
7,1,LSHN7,LSHN,Protasparagus_aethiopica
7,1,LSHN7,LSHN,Protasparagus_aethiopica
7,1,LSHN7,LSHN,Protasparagus_aethiopica
7,1,LSHN7,LSHN,Protasparagus_aethiopica
7,1,LSHN7,LSHN,Protasparagus_aethiopica
7,1,LSHN7,LSHN,Protasparagus_aethiopica
7,1,LSHN7,LSHN,Protasparagus_aethiopica
7,1,LSHN7,LSHN,Protasparagus_aethiopica
1,2,LSLN1,LSLN,Protasparagus_aethiopica
1,2,LSLN1,LSLN,Protasparagus_aethiopica
7,1,LSLN1,LSLN,Protasparagus_aethiopica
7,1,LSLN1,LSLN,Protasparagus_aethiopica
7,1,LSLN1,LSLN,Protasparagus_aethiopica
7,1,LSLN1,LSLN,Protasparagus_aethiopica
7,1,LSLN1,LSLN,Protasparagus_aethiopica
7,1,LSLN1,LSLN,Protasparagus_aethiopica
7,1,LSLN1,LSLN,Protasparagus_aethiopica
7,1,LSLN1,LSLN,Protasparagus_aethiopica
7,1,LSLN1,LSLN,Protasparagus_aethiopica
7,1,LSLN1,LSLN,Protasparagus_aethiopica
7,1,LSLN1,LSLN,Protasparagus_aethiopica
7,1,LSLN1,LSLN,Protasparagus_aethiopica
7,1,LSLN2,LSLN,Protasparagus_aethiopica
7,1,LSLN2,LSLN,Protasparagus_aethiopica
7,1,LSLN2,LSLN,Protasparagus_aethiopica
7,1,LSLN2,LSLN,Protasparagus_aethiopica
7,1,LSLN2,LSLN,Protasparagus_aethiopica
7,1,LSLN2,LSLN,Protasparagus_aethiopica
7,1,LSLN2,LSLN,Protasparagus_aethiopica
7,1,LSLN2,LSLN,Protasparagus_aethiopica
7,1,LSLN2,LSLN,Protasparagus_aethiopica
7,1,LSLN2,LSLN,Protasparagus_aethiopica
7,1,LSLN2,LSLN,Protasparagus_aethiopica
7,1,LSLN2,LSLN,Protasparagus_aethiopica
7,1,LSLN2,LSLN,Protasparagus_aethiopica
7,1,LSLN2,LSLN,Protasparagus_aethiopica
7,1,LSLN2,LSLN,Protasparagus_aethiopica
7,1,LSLN2,LSLN,Protasparagus_aethiopica
7,1,LSLN2,LSLN,Protasparagus_aethiopica
7,1,LSLN2,LSLN,Protasparagus_aethiopica
7,1,LSLN3,LSLN,Protasparagus_aethiopica
7,1,LSLN3,LSLN,Protasparagus_aethiopica
7,1,LSLN3,LSLN,Protasparagus_aethiopica
7,1,LSLN3,LSLN,Protasparagus_aethiopica
7,1,LSLN3,LSLN,Protasparagus_aethiopica
7,1,LSLN3,LSLN,Protasparagus_aethiopica
7,1,LSLN3,LSLN,Protasparagus_aethiopica
7,1,LSLN3,LSLN,Protasparagus_aethiopica
7,1,LSLN3,LSLN,Protasparagus_aethiopica
7,1,LSLN3,LSLN,Protasparagus_aethiopica
7,1,LSLN3,LSLN,Protasparagus_aethiopica
7,1,LSLN3,LSLN,Protasparagus_aethiopica
7,1,LSLN3,LSLN,Protasparagus_aethiopica
7,1,LSLN3,LSLN,Protasparagus_aethiopica
7,1,LSLN3,LSLN,Protasparagus_aethiopica
7,1,LSLN3,LSLN,Protasparagus_aethiopica
7,1,LSLN4,LSLN,Protasparagus_aethiopica
7,1,LSLN4,LSLN,Protasparagus_aethiopica
7,1,LSLN4,LSLN,Protasparagus_aethiopica
7,1,LSLN4,LSLN,Protasparagus_aethiopica
7,1,LSLN4,LSLN,Protasparagus_aethiopica
7,1,LSLN4,LSLN,Protasparagus_aethiopica
7,1,LSLN4,LSLN,Protasparagus_aethiopica
7,1,LSLN4,LSLN,Protasparagus_aethiopica
7,1,LSLN4,LSLN,Protasparagus_aethiopica
7,1,LSLN4,LSLN,Protasparagus_aethiopica
7,1,LSLN4,LSLN,Protasparagus_aethiopica
7,1,LSLN4,LSLN,Protasparagus_aethiopica
7,1,LSLN4,LSLN,Protasparagus_aethiopica
7,1,LSLN4,LSLN,Protasparagus_aethiopica
7,1,LSLN4,LSLN,Protasparagus_aethiopica
1,2,LSLN5,LSLN,Protasparagus_aethiopica
7,1,LSLN5,LSLN,Protasparagus_aethiopica
7,1,LSLN5,LSLN,Protasparagus_aethiopica
7,1,LSLN5,LSLN,Protasparagus_aethiopica
7,1,LSLN5,LSLN,Protasparagus_aethiopica
7,1,LSLN5,LSLN,Protasparagus_aethiopica
7,1,LSLN5,LSLN,Protasparagus_aethiopica
7,1,LSLN5,LSLN,Protasparagus_aethiopica
7,1,LSLN5,LSLN,Protasparagus_aethiopica
7,1,LSLN5,LSLN,Protasparagus_aethiopica
7,1,LSLN5,LSLN,Protasparagus_aethiopica
7,1,LSLN5,LSLN,Protasparagus_aethiopica
7,1,LSLN5,LSLN,Protasparagus_aethiopica
7,1,LSLN5,LSLN,Protasparagus_aethiopica
7,1,LSLN5,LSLN,Protasparagus_aethiopica
1,2,LSLN6,LSLN,Protasparagus_aethiopica
1,2,LSLN6,LSLN,Protasparagus_aethiopica
1,2,LSLN6,LSLN,Protasparagus_aethiopica
1,2,LSLN6,LSLN,Protasparagus_aethiopica
1,2,LSLN6,LSLN,Protasparagus_aethiopica
1,2,LSLN6,LSLN,Protasparagus_aethiopica
1,2,LSLN6,LSLN,Protasparagus_aethiopica
1,2,LSLN6,LSLN,Protasparagus_aethiopica
1,2,LSLN6,LSLN,Protasparagus_aethiopica
7,1,LSLN6,LSLN,Protasparagus_aethiopica
7,1,LSLN6,LSLN,Protasparagus_aethiopica
7,1,LSLN6,LSLN,Protasparagus_aethiopica
7,1,LSLN6,LSLN,Protasparagus_aethiopica
7,1,LSLN6,LSLN,Protasparagus_aethiopica
7,1,LSLN6,LSLN,Protasparagus_aethiopica
1,2,LSLN7,LSLN,Protasparagus_aethiopica
1,2,LSLN7,LSLN,Protasparagus_aethiopica
1,2,LSLN7,LSLN,Protasparagus_aethiopica
7,1,LSLN7,LSLN,Protasparagus_aethiopica
7,1,LSLN7,LSLN,Protasparagus_aethiopica
7,1,LSLN7,LSLN,Protasparagus_aethiopica
7,1,LSLN7,LSLN,Protasparagus_aethiopica
7,1,LSLN7,LSLN,Protasparagus_aethiopica
7,1,LSLN7,LSLN,Protasparagus_aethiopica
